filename,speaker
/home/hanqing/VGGVOX_python/wav/id10001/Y8hIVOBuels/00007.wav,1
/home/hanqing/VGGVOX_python/wav/id10001/Y8hIVOBuels/00005.wav,1
/home/hanqing/VGGVOX_python/wav/id10001/Y8hIVOBuels/00004.wav,1
/home/hanqing/VGGVOX_python/wav/id10002/TqUbiOgEb0w/00007.wav,2
/home/hanqing/VGGVOX_python/wav/id10002/TqUbiOgEb0w/00005.wav,2
/home/hanqing/VGGVOX_python/wav/id10002/QanuGhOhb9A/00025.wav,2
/home/hanqing/VGGVOX_python/wav/id10003/Tzn91xwBaWE/00001.wav,3
/home/hanqing/VGGVOX_python/wav/id10003/bDxy7bnj_bc/00007.wav,3
/home/hanqing/VGGVOX_python/wav/id10003/yzIXg93UOIM/00007.wav,3
/home/hanqing/VGGVOX_python/wav/id10004/eaYIxBz6lBU/00001.wav,4
/home/hanqing/VGGVOX_python/wav/id10004/SMKC-WLY6F0/00001.wav,4
/home/hanqing/VGGVOX_python/wav/id10004/lu_eVSfv3Tg/00034.wav,4
/home/hanqing/VGGVOX_python/wav/id10005/UguBGTDl3FM/00001.wav,5
/home/hanqing/VGGVOX_python/wav/id10005/x-1gq_B3snI/00001.wav,5
/home/hanqing/VGGVOX_python/wav/id10005/PP0cQLwYz5M/00005.wav,5
